Date,Open Price,Close Price,High Price,Low Price,Volume
2010-10-01,5548.67,5592.9,5615.14,5547.55,815852224
2010-10-04,5592.84,5555.97,5601.22,5550.79,594985472
2010-10-05,5554.55,5635.76,5646.08,5550.57,820253376
2010-10-06,5635.82,5681.39,5695.51,5635.76,750516352
2010-10-07,5681.51,5662.13,5707.33,5650.78,941931904
2010-10-08,5662.2,5657.61,5663.74,5606.6,1043049088
2010-10-11,5657.51,5672.4,5685.95,5655.7,472901696
2010-10-12,5672.35,5661.59,5677.02,5597.46,629491520
2010-10-13,5664.27,5747.35,5760.49,5662.38,958563136
2010-10-14,5747.46,5727.21,5770.92,5712.88,1124769024
2010-10-15,5727.62,5703.37,5743.92,5665.95,986807680
2010-10-18,5700.05,5742.52,5748.81,5670.07,603261888
2010-10-19,5742.68,5703.89,5761.93,5690.58,770605760
2010-10-20,5703.91,5728.93,5729.96,5680.43,665838464
2010-10-21,5728.94,5757.86,5786.73,5698.02,1010833472
2010-10-22,5757.63,5741.37,5758.01,5724.31,648601152
2010-10-25,5741.41,5751.98,5794.31,5741.41,767484032
2010-10-26,5751.97,5707.3,5754.2,5677.2,805788288
2010-10-27,5707.14,5646.02,5707.3,5630.85,781301632
2010-10-28,5646.16,5677.89,5711.82,5645.96,759036224
2010-10-29,5678.09,5675.16,5699.23,5647.05,831070336
2010-11-01,5675.13,5694.62,5733.01,5667.39,636849472
2010-11-02,5694.6,5757.43,5771.63,5690.44,796888064
2010-11-03,5757.48,5748.97,5773.73,5730.47,817431040
2010-11-04,5749.23,5862.79,5876.03,5748.97,1074841088
2010-11-05,5862.92,5875.35,5899.37,5834.03,1102291584
2010-11-08,5875.39,5849.96,5880.99,5841.29,768873728
2010-11-09,5849.9,5875.19,5902.11,5847.43,945481088
2010-11-10,5875.15,5816.94,5876.97,5796.23,933887872
2010-11-11,5816.67,5815.23,5846.45,5792.56,1085070336
2010-11-12,5814.88,5796.87,5831.81,5711.73,977112768
2010-11-15,5796.64,5820.41,5832.88,5755.68,613985920
2010-11-16,5820.43,5681.9,5820.43,5680.87,862358144
2010-11-17,5681.84,5692.56,5704.39,5659.65,753727360
2010-11-18,5692.76,5768.71,5782.98,5692.76,722304960
2010-11-19,5768.68,5732.83,5774.07,5684.49,723657152
2010-11-22,5732.89,5680.83,5783.14,5668.48,766630912
2010-11-23,5681.06,5581.28,5681.06,5581.28,1019724416
2010-11-24,5581.29,5657.1,5671.87,5573.33,902143936
2010-11-25,5657.02,5698.93,5707.92,5654.7,553142464
2010-11-26,5698.67,5668.7,5699.02,5599.29,858722688
2010-11-29,5668.67,5550.95,5722.7,5550.95,1016585920
2010-11-30,5550.92,5528.27,5597,5519.19,1312214144
2010-12-01,5528.37,5642.5,5656.22,5528.37,1141532416
2010-12-02,5644.84,5767.56,5770.94,5644.84,1070087488
2010-12-03,5767.67,5745.32,5784.26,5720.2,758340928
2010-12-06,5745.39,5770.28,5785.7,5728.46,759918528
2010-12-07,5770.22,5808.45,5850.4,5769.67,915796608
2010-12-08,5808.35,5794.53,5826.59,5774.28,795433920
2010-12-09,5794.55,5807.96,5837.96,5794.55,910068352
2010-12-10,5808.03,5812.95,5827.59,5794.51,611914560
2010-12-13,5813,5860.75,5873.71,5812.94,565880064
2010-12-14,5861.04,5891.21,5891.21,5847.15,663748032
2010-12-15,5891.01,5882.18,5898.04,5858.11,781046528
2010-12-16,5882.28,5881.12,5907.1,5862.86,635565824
2010-12-17,5881.19,5871.75,5902.53,5857.33,1431434240
2010-12-20,5871.72,5891.61,5913.83,5865.51,536148480
2010-12-21,5891.66,5951.8,5953.94,5891.14,541859584
2010-12-22,5951.82,5983.49,5991.9,5936.3,527260064
2010-12-23,5983.54,5996.07,6000.55,5982.16,314131680
2010-12-24,5995.76,6008.92,6008.92,5978.24,66767036
2010-12-29,6002.82,5996.36,6021.46,5976.98,329122112
2010-12-30,5996.35,5971.01,6009.84,5969.71,252316544
2010-12-31,5971.62,5899.94,5985.7,5899.94,197446944
2011-01-04,5900.13,6013.87,6049.45,5900.13,950390592
2011-01-05,6013.78,6043.86,6043.86,5964.43,884510464
2011-01-06,6043.8,6019.51,6090.49,6004.56,843815808
2011-01-07,6019.47,5984.33,6023.7,5973.41,779023296
2011-01-10,5983.75,5956.3,5984.25,5939.89,662690944
2011-01-11,5956.92,6014.03,6035.89,5956.3,860969280
2011-01-12,6014.08,6050.72,6050.72,6013.87,1021020672
2011-01-13,6050.73,6023.88,6055.47,6005.51,921442496
2011-01-14,6023.81,6002.07,6031.74,5948.47,852945536
2011-01-17,6009.68,5985.7,6013.4,5975.64,598875200
2011-01-18,5985.79,6056.43,6065.71,5985.48,869099008
2011-01-19,6056.71,5976.7,6077.06,5974.79,882392960
2011-01-20,5976.66,5867.91,5977.5,5867.29,999116416
2011-01-21,5868.11,5896.25,5939.33,5867.91,1161650560
2011-01-24,5896.34,5943.85,5960.55,5887.6,917580480
2011-01-25,5943.9,5917.71,5964.69,5904.33,1034024448
2011-01-26,5917.9,5969.21,6003.28,5917.9,880021248
2011-01-27,5967.9,5965.08,5997.33,5950.72,819346432
2011-01-28,5964.54,5881.37,5965.84,5877.88,968312064
2011-01-31,5880.63,5862.94,5881.72,5815.44,929914816
2011-02-01,5862.97,5957.82,5963.72,5862.97,963349440
2011-02-02,5960.19,6000.07,6020.46,5960.19,878318272
2011-02-03,6000.29,5983.34,6000.29,5951.82,1033274560
2011-02-04,5983.44,5997.38,6023.41,5983.33,763863296
2011-02-07,5996.98,6051.03,6054.09,5996.61,694874944
2011-02-08,6050.42,6091.33,6091.33,6032.88,858439552
2011-02-09,6091.32,6052.29,6091.32,6049.5,923051712
2011-02-10,6052.2,6020.01,6052.2,5986.48,821561664
2011-02-11,6019.97,6062.9,6071.4,5973.44,822602624
2011-02-14,6062.82,6060.09,6091.48,6042.1,614008640
2011-02-15,6060.04,6037.08,6072.07,6023.77,871918144
2011-02-16,6035.39,6085.27,6095.76,6033.51,856601664
2011-02-17,6084.68,6087.38,6101.42,6066.71,1016380160
2011-02-18,6087.43,6082.99,6096.78,6048.83,800764096
2011-02-21,6082.85,6014.8,6105.77,6013.14,628442944
2011-02-22,6014.42,5996.76,6028.56,5926.55,764434688
2011-02-23,5996.72,5923.53,5996.72,5915.52,861304576
2011-02-24,5922.92,5919.98,5936.68,5860.95,935284992
2011-02-25,5920.71,6001.2,6011.5,5920.71,834469056
2011-02-28,6000.88,5994.01,6022.33,5963.58,950478144
2011-03-01,5994.14,5935.76,6040.43,5927.43,890905536
2011-03-02,5935.73,5914.89,5941.82,5865.92,880366080
2011-03-03,5915.66,6005.09,6017.08,5915.66,803945024
2011-03-04,6005.28,5990.39,6052.08,5983.21,712417792
2011-03-07,5990.57,5973.78,6043.12,5967.68,649072512
2011-03-08,5973.81,5974.76,5999.93,5911,808121344
2011-03-09,5975.57,5937.3,5979.33,5922.66,714630464
2011-03-10,5937.17,5845.29,5937.2,5833.23,926185280
2011-03-11,5845.08,5828.67,5845.08,5796.44,771756992
2011-03-14,5828.05,5775.24,5842.04,5769.04,817229056
2011-03-15,5774.19,5695.28,5774.19,5591.59,1251117952
2011-03-16,5693.05,5598.23,5720.92,5598.23,1119467520
2011-03-17,5602.13,5696.11,5707.68,5602.13,921212736
2011-03-18,5699.98,5718.13,5758.17,5699.98,1371135488
2011-03-21,5731.98,5786.09,5798.78,5731.98,756559552
2011-03-22,5785.52,5762.71,5813.81,5742.62,675289472
2011-03-23,5757.93,5795.88,5802.44,5731.4,892404736
2011-03-24,5795.69,5880.87,5888.7,5780.41,820703808
2011-03-25,5889.61,5900.76,5918.73,5878.22,655951872
2011-03-28,5902.86,5904.49,5922.99,5900.6,514349472
2011-03-29,5904.26,5932.17,5932.73,5879.9,642246784
2011-03-30,5937.06,5948.3,5970.98,5937.06,865888384
2011-03-31,5946.76,5908.76,5972.8,5908.76,1022517376
2011-04-01,5910.64,6009.92,6014.77,5910.64,918368512
2011-04-04,6009.67,6016.98,6035.12,5987.7,638277056
2011-04-05,6017.22,6007.06,6026.3,5989.05,680638528
2011-04-06,6007.12,6041.13,6056.37,6007.12,801573056
2011-04-07,6041.14,6007.37,6053.12,6007.37,692833920
2011-04-08,6008.78,6055.75,6066.39,6008.19,604753216
2011-04-11,6052.29,6053.44,6070.78,6044.52,646927488
2011-04-12,6053.63,5964.47,6053.63,5958.28,754964672
2011-04-13,5964.5,6010.44,6043.36,5964.5,682770752
2011-04-14,6010.48,5963.8,6010.48,5943.75,660000960
2011-04-15,5963.79,5996.01,5996.76,5963.55,766709760
2011-04-18,5996.07,5870.08,5997.46,5858.32,787072256
2011-04-19,5870.17,5896.87,5922.21,5870.17,615651712
2011-04-20,5896.97,6022.26,6033.79,5896.97,666554944
2011-04-21,6022.35,6018.3,6049.37,6005.76,732344448
2011-04-26,6018.27,6069.36,6070.59,6006.95,549935488
2011-04-27,6069.38,6068.16,6089.4,6045.87,696785664
2011-04-28,6068.26,6069.9,6091.75,6051.04,729078720
2011-05-03,6070.12,6082.88,6103.73,6050.71,805127424
2011-05-04,6083.84,5984.07,6083.84,5972.83,982030080
2011-05-05,5984.05,5919.98,6009.1,5912.61,1548259712
2011-05-06,5920.04,5976.77,5984.92,5871.57,1148730240
2011-05-09,5976.6,5942.69,5999.9,5922.23,796524288
2011-05-10,5942.97,6018.89,6023.11,5940.06,824701312
2011-05-11,6019.12,5976,6040.24,5965.26,815051264
2011-05-12,5976.44,5944.96,5976.44,5882.39,819367488
2011-05-13,5945.37,5925.87,6001.33,5919.91,703802304
2011-05-16,5925.83,5923.69,5936.19,5862.16,680523904
2011-05-17,5923.73,5861,5942.81,5861,738071040
2011-05-18,5861.04,5923.49,5934.51,5860.65,694262080
2011-05-19,5926.04,5955.99,6003.92,5925.98,844571456
2011-05-20,5961.76,5948.49,6017.56,5927.74,887158208
2011-05-23,5948.37,5835.89,5948.37,5833.44,842135040
2011-05-24,5838.06,5858.41,5884.66,5838.05,827979392
2011-05-25,5858.16,5870.14,5881.18,5810.46,875149696
2011-05-26,5870.2,5880.99,5910.77,5866.67,828957824
2011-05-27,5881.06,5938.87,5951.37,5881.06,790080064
2011-05-31,5938.96,5989.99,6009.98,5938.96,963403456
2011-06-01,5990.05,5928.61,5995.22,5911.68,813970560
2011-06-02,5926.39,5847.92,5926.39,5847.92,804312064
2011-06-03,5848.29,5855.01,5868.19,5802.67,834864640
2011-06-06,5854.54,5863.16,5881.06,5827.51,649181056
2011-06-07,5863.04,5864.65,5890.58,5849.23,751100032
2011-06-08,5864.61,5808.89,5864.61,5791.8,833631488
2011-06-09,5808.92,5856.34,5861.17,5795,853825728
2011-06-10,5856.35,5765.8,5866.95,5758.33,784709056
2011-06-13,5765.97,5773.46,5793.84,5763.42,634519040
2011-06-14,5773.48,5803.13,5822.6,5773.48,804396928
2011-06-15,5803.11,5742.55,5803.35,5742.55,796291520
2011-06-16,5739.76,5698.81,5739.76,5644.38,976352384
2011-06-17,5698.78,5714.94,5733.2,5644.98,1171534336
2011-06-20,5714.82,5693.39,5714.82,5647.23,739284224
2011-06-21,5693.52,5775.31,5778.07,5692.97,725790272
2011-06-22,5775.32,5772.99,5789.12,5741.82,711808704
2011-06-23,5772.93,5674.38,5772.93,5663.3,865051392
2011-06-24,5674.5,5697.72,5768.54,5674.5,995350272
2011-06-27,5697.5,5722.34,5728.43,5679.6,619765056
2011-06-28,5723.63,5766.88,5795.1,5723.63,791561664
2011-06-29,5766.98,5855.95,5860.92,5766.98,893454912
2011-06-30,5856.24,5945.71,5945.71,5856.24,1187315456
2011-07-01,5945.76,5989.76,5999.04,5936.96,833043072
2011-07-04,5989.77,6017.54,6030.82,5985.69,454019776
2011-07-05,6017.44,6024.03,6036.31,6011.07,647134080
2011-07-06,6024.44,6002.92,6026.48,5973.82,807639744
2011-07-07,6003.05,6054.55,6071.67,6003.05,818514944
2011-07-08,6055.37,5990.58,6084.08,5981.73,773075456
2011-07-11,5988.93,5929.16,5998.58,5900.75,838745984
2011-07-12,5928.29,5868.96,5928.43,5793.04,1073980032
2011-07-13,5868.78,5906.43,5911,5850.96,790268608
2011-07-14,5905.93,5846.95,5905.93,5841.17,701892160
2011-07-15,5838.46,5843.66,5863.57,5805.99,683909568
2011-07-18,5843.17,5752.81,5843.17,5752.81,809119808
2011-07-19,5752.97,5789.99,5801.99,5752.97,887953088
2011-07-20,5790.08,5853.82,5856.36,5790.05,835734912
2011-07-21,5853.89,5899.89,5934.28,5797.48,1047315072
2011-07-22,5899.95,5935.02,5966.84,5899.95,857285760
2011-07-25,5934.36,5925.26,5938.55,5892.64,644278656
2011-07-26,5925.33,5929.73,5951.34,5895.58,617690368
2011-07-27,5929.58,5856.58,5932,5841.03,765117760
2011-07-28,5856.48,5873.21,5882.56,5801.58,740501312
2011-07-29,5872.96,5815.19,5872.96,5772.43,1010261248
2011-08-01,5816.33,5774.43,5913.46,5767.06,843132288
2011-08-02,5774.4,5718.39,5778.92,5705.34,973315328
2011-08-03,5718.14,5584.51,5718.14,5557.74,1089986176
2011-08-04,5585.06,5393.14,5644.05,5393.14,1426345088
2011-08-05,5392.81,5246.99,5392.81,5202.62,2031637120
2011-08-08,5246.62,5068.95,5295.78,5062.42,1575271808
2011-08-09,5068.92,5164.92,5175.6,4791.01,2018876288
2011-08-10,5165.81,5007.16,5262.72,4990.79,1627322880
2011-08-11,5015.53,5162.83,5172.66,4943.01,1454763008
2011-08-12,5162.66,5320.03,5320.03,5099.31,1023590144
2011-08-15,5320.24,5350.58,5377.23,5319.38,676801280
2011-08-16,5348.88,5357.63,5362.15,5265.83,711639040
2011-08-17,5357.58,5331.6,5371.08,5279.93,671608064
2011-08-18,5331.41,5092.23,5331.41,5041.59,1182555136
2011-08-19,5092.19,5040.76,5107.91,4929.55,1542811264
2011-08-22,5040.71,5095.3,5182.98,4993.34,856909184
2011-08-23,5095.49,5129.42,5193.17,5076.74,897553600
2011-08-24,5129.55,5205.85,5250.59,5098.14,886481152
2011-08-25,5207,5131.1,5254.17,5102.06,1124121344
2011-08-26,5131.07,5129.92,5149.51,5014.79,938912960
2011-08-30,5129.98,5268.66,5283.6,5129.98,907521536
2011-08-31,5268.68,5394.53,5411.6,5258.62,1171480960
2011-09-01,5394.52,5418.65,5449.67,5346.7,973762752
2011-09-02,5418.5,5292.03,5418.5,5258.5,819426048
2011-09-05,5289.27,5102.58,5289.27,5097.71,777703104
2011-09-06,5102.39,5156.84,5190.27,5086.79,936245568
2011-09-07,5157.81,5318.59,5322.21,5157.81,830095808
2011-09-08,5318.41,5340.38,5369.82,5269.7,919232960
2011-09-09,5339.9,5214.65,5352.03,5202.24,1045680576
2011-09-12,5214.45,5129.62,5214.45,5059.22,429857024
2011-09-13,5130.63,5174.25,5203.07,5069.52,876895616
2011-09-14,5174.18,5227.02,5270.42,5146.39,1111340416
2011-09-15,5227.12,5337.54,5366.74,5227.12,1123872768
2011-09-16,5337.69,5368.41,5406.1,5337.69,1458138624
2011-09-19,5368.09,5259.56,5368.09,5231.62,721402752
2011-09-20,5259.52,5363.71,5377.39,5219.09,701433984
2011-09-21,5363.64,5288.41,5366.09,5268.82,772774400
2011-09-22,5287.65,5041.61,5287.65,5013.55,1128872320
2011-09-23,5042.55,5066.81,5105.38,4928.14,1010120384
2011-09-26,5066.56,5089.37,5148.81,4974.03,1028979264
2011-09-27,5091.66,5294.05,5294.05,5091.66,932209024
2011-09-28,5293.86,5217.63,5314.29,5191.36,725754304
2011-09-29,5217.64,5196.84,5250.18,5160.77,734792640
2011-09-30,5196.66,5128.48,5197.33,5068.63,887222784
2011-10-03,5126.97,5075.5,5126.97,4983.28,760319296
2011-10-04,5075.33,4944.44,5075.33,4868.6,1156603520
2011-10-05,4944.87,5102.17,5121.4,4944.87,931838336
2011-10-06,5102.25,5291.26,5291.26,5102.25,1144143744
2011-10-07,5291.27,5303.4,5370.89,5261.43,857631040
2011-10-10,5303.55,5399,5413.43,5303.55,600693696
2011-10-11,5398.84,5395.7,5398.97,5330.42,627056128
2011-10-12,5395.94,5441.8,5458.02,5348.16,830247872
2011-10-13,5441.69,5403.38,5456.09,5368.37,887119296
2011-10-14,5403.6,5466.36,5501.39,5395.57,662190144
2011-10-17,5466.43,5436.7,5543.72,5405.2,716582784
2011-10-18,5436.62,5410.35,5436.62,5348.64,751478784
2011-10-19,5411.02,5450.49,5483.79,5410.97,717031424
2011-10-20,5450.22,5384.68,5450.22,5363.16,780474752
2011-10-21,5384.74,5488.65,5500.54,5384.74,729622336
2011-10-24,5488.56,5548.06,5552.79,5487.21,662064128
2011-10-25,5547.6,5525.54,5574.13,5465.52,764340544
2011-10-26,5525.58,5553.24,5576.63,5498.51,701296576
2011-10-27,5553.6,5713.82,5747.33,5553.6,1448180736
2011-10-28,5713.85,5702.24,5746.88,5684.95,990041536
2011-10-31,5702.12,5544.22,5702.12,5544.22,1073226688
2011-11-01,5543.84,5421.57,5543.84,5338.36,1321327872
2011-11-02,5421.82,5484.1,5493.29,5383.37,1356689664
2011-11-03,5483.87,5545.64,5564.54,5402.63,1161349120
2011-11-04,5545.73,5527.16,5599.46,5495.38,872115968
2011-11-07,5527.09,5510.82,5557.76,5432.16,723267072
2011-11-08,5510.81,5567.34,5616,5509.57,862462976
2011-11-09,5567.31,5460.38,5615.84,5426.25,1071504384
2011-11-10,5459.56,5444.82,5497.2,5360.19,796872704
2011-11-11,5446.23,5545.38,5548.75,5439.81,703780992
2011-11-14,5545.06,5519.04,5575.19,5489.25,644351808
2011-11-15,5518.92,5517.44,5551.38,5428.6,785671040
2011-11-16,5517.3,5509.02,5562.91,5450.24,927831296
2011-11-17,5507.6,5423.14,5507.67,5366.12,1051936512
2011-11-18,5423.01,5362.94,5423.01,5347.89,822559936
2011-11-21,5362.88,5222.6,5362.88,5221.69,910165056
2011-11-22,5222.85,5206.82,5281.95,5206.82,899139072
2011-11-23,5206.74,5139.78,5206.74,5139.78,970640128
2011-11-24,5139.85,5127.57,5184.26,5098.99,845239360
2011-11-25,5127.56,5164.65,5200.31,5075.22,733693632
2011-11-28,5164.79,5312.76,5327.76,5164.79,871190144
2011-11-29,5312.77,5337,5344.18,5272.44,780183296
2011-11-30,5336.84,5505.42,5538.96,5274.95,1640328320
2011-12-01,5505.43,5489.34,5553.89,5486.87,938739328
2011-12-02,5489.42,5552.29,5595.54,5489.07,970284416
2011-12-05,5552.44,5567.96,5602.8,5545.93,895391616
2011-12-06,5567.2,5568.72,5592.95,5521.91,846072896
2011-12-07,5568.91,5546.91,5631.88,5497.96,909554496
2011-12-08,5547.16,5483.77,5605.27,5483.77,881703168
2011-12-09,5483.46,5529.21,5540.52,5440.86,839443008
2011-12-12,5529.01,5427.86,5529.01,5427.86,792625088
2011-12-13,5427.93,5490.15,5525.96,5413.7,752586560
2011-12-14,5490.13,5366.8,5490.13,5366.8,853477760
2011-12-15,5366.9,5400.85,5434.02,5366.9,797795008
2011-12-16,5401.39,5387.34,5452.65,5387.34,1268567296
2011-12-19,5387.32,5364.99,5410.06,5343.08,630835968
2011-12-20,5365.07,5419.6,5426.28,5328.67,626902592
2011-12-21,5419.64,5389.74,5479.19,5371.65,798135168
2011-12-22,5389.85,5456.97,5469.03,5389.85,598480192
2011-12-23,5457.07,5512.7,5516.63,5456.98,204108992
2011-12-28,5512.76,5507.4,5567.86,5490.96,447342240
2011-12-29,5507.43,5566.77,5566.77,5496.87,326362976
2011-12-30,5566.85,5572.28,5588.39,5535.2,188590384
2012-01-03,5572.82,5699.91,5699.91,5572.82,779658048
2012-01-04,5699.85,5668.45,5719.83,5646.36,681602880
2012-01-05,5668.39,5624.26,5689.33,5614.38,789607872
2012-01-06,5624.4,5649.7,5682.78,5623.36,689920000
2012-01-09,5649.28,5612.26,5673.82,5604.62,780243392
2012-01-10,5612.46,5696.7,5711.89,5612.46,858347264
2012-01-11,5696.88,5670.82,5700.75,5644.75,889266688
2012-01-12,5670.85,5662.42,5699.57,5640.3,1376309760
2012-01-13,5662.91,5636.64,5709.22,5583.45,1275358976
2012-01-16,5635.4,5657.44,5662.88,5609.87,669824448
2012-01-17,5657.61,5693.95,5724.41,5657.61,863519680
2012-01-18,5693.96,5702.37,5709.87,5647.92,790242944
2012-01-19,5702.51,5741.15,5743.93,5693.16,1397720704
2012-01-20,5741.14,5728.55,5749.77,5721.61,1216978560
2012-01-23,5728.56,5782.56,5789.85,5723.09,848108480
2012-01-24,5782.33,5751.9,5782.33,5719.86,913120192
2012-01-25,5752.02,5723,5777.69,5694.05,801996736
2012-01-26,5722.83,5795.2,5806.24,5722.83,868740864
2012-01-27,5794.94,5733.45,5794.94,5728.96,771633344
2012-01-30,5733.25,5671.09,5733.25,5651.56,758365184
2012-01-31,5671.14,5681.61,5730.32,5671.14,1016872448
2012-02-01,5681.65,5790.72,5790.72,5680.67,974233152
2012-02-02,5790.73,5796.07,5809.82,5765.72,960737856
2012-02-03,5796.06,5901.07,5901.07,5784.23,1125230208
2012-02-06,5901.04,5892.2,5901.04,5863.55,827496960
2012-02-07,5891.96,5890.26,5906.65,5850.49,780845568
2012-02-08,5890.28,5875.93,5916.2,5871.33,776319872
2012-02-09,5875.8,5895.47,5916.31,5870.55,969578560
2012-02-10,5895.36,5852.39,5895.36,5839.85,914056000
2012-02-13,5852.54,5905.7,5920.09,5852.54,625763008
2012-02-14,5905.51,5899.87,5920.61,5877.21,831621952
2012-02-15,5899.93,5892.16,5923.78,5880.62,799032512
2012-02-16,5892.36,5885.38,5892.36,5829.38,742927936
2012-02-17,5885.46,5905.07,5923.62,5885.46,884800896
2012-02-20,5905.22,5945.25,5956.33,5905.14,687526272
2012-02-21,5945.23,5928.2,5948.84,5916.58,816711168
2012-02-22,5927.71,5916.55,5937.96,5894.6,859328384
2012-02-23,5916.48,5937.89,5952.47,5900.5,1067310336
2012-02-24,5937.9,5935.13,5964.02,5925.47,1005452032
2012-02-27,5934.98,5915.55,5935,5865.85,823711872
2012-02-28,5916.09,5927.91,5937.02,5899.99,780335488
2012-02-29,5927.88,5871.51,5944.75,5871.51,1143111552
2012-03-01,5872.3,5931.25,5936.07,5858.85,861057664
2012-03-02,5931.59,5911.13,5939.97,5908.48,715476544
2012-03-05,5911.01,5874.82,5911.03,5865.38,791695104
2012-03-06,5874.34,5765.8,5874.34,5758.42,981967104
2012-03-07,5765.82,5791.41,5801.12,5755.69,853214336
2012-03-08,5791.44,5859.73,5874.34,5791.44,825565440
2012-03-09,5859.7,5887.49,5897.6,5842.94,842696512
2012-03-12,5887.48,5892.75,5894.07,5860.42,728452480
2012-03-13,5893.43,5955.91,5957.94,5893.43,751507328
2012-03-14,5959.15,5945.43,5989.07,5945.43,1158952320
2012-03-15,5945.45,5940.72,5958.17,5919.21,1030645568
2012-03-16,5941.1,5965.58,5974.05,5941.03,1595351296
2012-03-19,5965.6,5961.11,5968.89,5928.45,777688064
2012-03-20,5961.07,5891.41,5961.07,5876.42,847980096
2012-03-21,5891.44,5891.95,5921.68,5880.79,902867328
2012-03-22,5890.75,5845.65,5890.78,5825.91,876522112
2012-03-23,5845.61,5854.89,5875.73,5801.72,823196352
2012-03-26,5855.35,5902.7,5913.06,5854.47,703483520
2012-03-27,5902.72,5869.55,5941.9,5863.83,1177649408
2012-03-28,5869.5,5808.99,5877.94,5808.99,928534656
2012-03-29,5808.94,5742.03,5812.17,5726.5,1078588416
2012-03-30,5742.17,5768.45,5782.71,5742.1,984637824
2012-04-02,5771.54,5874.89,5874.89,5748.63,877516480
2012-04-03,5874.86,5838.34,5890.16,5838.34,879370240
2012-04-04,5838.19,5703.77,5838.22,5685.65,1085934976
2012-04-05,5703.76,5723.67,5731.67,5663.32,903733184
2012-04-10,5723.5,5595.55,5723.5,5595.55,1006426624
2012-04-11,5595.48,5634.74,5655.87,5576.37,1027153536
2012-04-12,5635.06,5710.46,5727.87,5602.56,1097225728
2012-04-13,5710.26,5651.79,5710.82,5643.51,821993216
2012-04-16,5651.41,5666.28,5707.96,5641.07,1091516288
2012-04-17,5664.67,5766.95,5773.73,5651.53,849951808
2012-04-18,5766.48,5745.29,5783.88,5730.91,868025792
2012-04-19,5745.28,5744.55,5792.07,5738.11,953429120
2012-04-20,5744.57,5772.15,5775.67,5724.2,840239104
2012-04-23,5772.08,5665.57,5772.08,5637.73,771147200
2012-04-24,5665.85,5709.49,5714.17,5658.49,797209408
2012-04-25,5709.7,5718.89,5745,5703.21,853117184
2012-04-26,5719.17,5748.72,5761.14,5691.72,864165696
2012-04-27,5748.53,5777.11,5788.99,5707.95,780578880
2012-04-30,5777.01,5737.78,5792.97,5728.87,770055296
2012-05-01,5737.81,5812.23,5819,5732.16,629649344
2012-05-02,5812.65,5758.11,5819.93,5736.64,957986880
2012-05-03,5758.71,5766.55,5800.81,5745.23,786064576
2012-05-04,5766.45,5655.06,5766.45,5639.79,998460608
2012-05-08,5654.53,5554.55,5668.09,5550.09,1027565952
2012-05-09,5554.95,5530.05,5571.71,5464.41,998561984
2012-05-10,5530.73,5543.95,5566.14,5490.54,845600832
2012-05-11,5543.96,5575.52,5585.5,5499.27,711134528
2012-05-14,5575.65,5465.52,5575.65,5436.69,876769344
2012-05-15,5465.58,5437.62,5507.65,5411.82,872269248
2012-05-16,5437.46,5405.25,5448.38,5354,1002696704
2012-05-17,5405.69,5338.38,5413.32,5309.75,888898240
2012-05-18,5338.11,5267.62,5338.11,5256.61,1213566720
2012-05-21,5267.58,5304.48,5324.36,5253.92,791540160
2012-05-22,5304.56,5403.28,5408.65,5304.56,925301376
2012-05-23,5403.14,5266.41,5403.67,5262.9,860330944
2012-05-24,5267.9,5350.05,5371.75,5266.88,734893184
2012-05-25,5350.28,5351.53,5385.17,5312.2,700874304
2012-05-28,5351.73,5356.34,5413.83,5341.34,504505824
2012-05-29,5356.61,5391.14,5404.66,5342.46,726659648
2012-05-30,5391.13,5297.28,5391.13,5284.42,797852544
2012-05-31,5297.28,5320.86,5352.05,5272.66,1410008576
2012-06-01,5321.01,5260.19,5354.45,5229.76,1019203904
2012-06-06,5261.31,5384.11,5388.03,5260.81,995115712
2012-06-07,5384.23,5447.79,5494.54,5384.23,915265344
2012-06-08,5447.65,5435.08,5447.65,5381.83,725805440
2012-06-11,5435.4,5432.37,5536.27,5419.56,909575872
2012-06-12,5432.44,5473.74,5478.63,5414.64,836430016
2012-06-13,5473.8,5483.81,5507.65,5436.67,787492800
2012-06-14,5483.66,5467.05,5483.7,5424.4,981324992
2012-06-15,5467.26,5478.81,5522.87,5465.09,2293281792
2012-06-18,5478.97,5491.09,5555.32,5461.08,858736512
2012-06-19,5491.03,5586.31,5603.14,5491.03,752356032
2012-06-20,5586.36,5622.29,5623.85,5566,755822016
2012-06-21,5622.15,5566.36,5622.15,5564.79,772942336
2012-06-22,5566.27,5513.69,5566.27,5499.97,651479104
2012-06-25,5512.92,5450.65,5513,5435.46,659326080
2012-06-26,5451.09,5446.96,5476.5,5436.27,629339456
2012-06-27,5447.49,5523.92,5525.14,5447.28,659831808
2012-06-28,5523.98,5493.06,5533.75,5436.5,1010725504
2012-06-29,5495.2,5571.15,5619.65,5495.2,1057018560
2012-07-02,5571.22,5640.64,5640.64,5571.2,687379200
2012-07-03,5641.55,5687.73,5689,5636.05,777652288
2012-07-04,5687.61,5684.47,5699.85,5669.73,425416672
2012-07-05,5684.49,5692.63,5727.45,5662.48,756117824
2012-07-06,5692.62,5662.63,5695.06,5647.47,581818752
2012-07-09,5662.6,5627.33,5669.75,5610.71,587813568
2012-07-10,5627.44,5664.07,5688.66,5622.29,596589504
2012-07-11,5664.01,5664.48,5674.65,5625.6,546176448
2012-07-12,5664.43,5608.25,5664.43,5588.84,628089600
2012-07-13,5608.37,5666.13,5675.62,5608.3,605686592
